,FECHA,HORA,PLACA_DETECTADA,PLACA_CORREGIDA,ESTADO,MOTIVO DE RECHAZO
0,9/10/2020,10:27:39,ALQ84D,ALQ84D,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
1,9/10/2020,10:33:37,FOD613,FQD613,Aprobado,
2,9/10/2020,10:37:56,ZFR09A,ZFR09A,Aprobado,
3,9/10/2020,10:42:47,SSX18D,SSX18D,Aprobado,
4,9/10/2020,11:04:04,KHR743,KHR713,Aprobado,
5,9/10/2020,11:06:35,ETN287,EMG287,Aprobado,
6,9/10/2020,11:08:42,OMS12E,DMS12E,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
7,9/10/2020,11:22:03,SNC524,SNC524,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
8,9/10/2020,11:24:00,JVV49V,JVV49V,Aprobado,
9,9/10/2020,11:25:58,MTD980,MTD980,Aprobado,
10,9/10/2020,11:30:50,TMF016,TMF016,Aprobado,
11,9/10/2020,11:36:45,PFS761,PFS761,Aprobado,
12,9/10/2020,11:39:47,EHM193,EHM193,Aprobado,
13,9/10/2020,12:07:10,DHZ45F,DHZ45F,Aprobado,
14,9/10/2020,12:21:01,SNB047,SNB047,Aprobado,
15,9/10/2020,12:55:46,GDB354,GDB354,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
16,9/10/2020,12:59:20,RSR96E,RSR95E,Aprobado,
17,9/10/2020,13:01:55,STA482,STA482,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
18,9/10/2020,13:08:08,PEG313,PEG313,Aprobado,
19,9/10/2020,13:08:09,GDB330,GDB330,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
20,9/10/2020,13:12:15,RVP02B,RVP02B,Aprobado,
21,10/10/2020,6:15:01,PEM68B,PEM68B,Aprobado,
22,10/10/2020,8:29:58,AWT411,AMT47D,Aprobado,
23,10/10/2020,8:31:29,FAO213,FAO213,Aprobado,
24,10/10/2020,8:35:32,EQH506,EQH506,Aprobado,
25,10/10/2020,8:37:39,DCH016,DSX016,Aprobado,
26,10/10/2020,15:43:50,GDC239,GDC239,Aprobado,
27,10/10/2020,16:05:37,KVF14F,KVF14F,Aprobado,
28,10/10/2020,16:05:48,STD500,STD500,Aprobado,
29,10/10/2020,16:05:48,LRB81E,LRB81E,Aprobado,
30,10/10/2020,16:15:09,GDC021,GDC021,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
31,10/10/2020,16:17:29,FXI971,FXI971,Aprobado,
32,10/10/2020,16:45:20,EXF753,EXF753,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
33,10/10/2020,16:57:16,KAK004,KAK004,Aprobado,
34,10/10/2020,16:57:50,ESE170,ESE17D,Aprobado,
35,10/10/2020,17:00:10,URG70E,URG70E,Aprobado,
36,10/10/2020,17:09:24,GVR165,GVR165,Aprobado,
37,10/10/2020,17:13:07,ISE225,ISE225,Aprobado,
38,10/10/2020,17:15:54,SNA392,SNA932,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
39,10/10/2020,17:17:28,BOR78,BQR78,Aprobado,
40,10/10/2020,17:25:50,LUM04F,LUM04F,Aprobado,
41,10/10/2020,17:43:46,STB303,STB303,Aprobado,
42,10/10/2020,17:45:42,UKB420,UKB42D,Aprobado,
43,10/10/2020,17:51:39,FCC370,FCC370,Aprobado,
44,11/10/2020,7:46:56,DDO80C,DDO80C,Aprobado,
45,11/10/2020,17:15:54,TTM098,TTM098,Aprobado,
46,11/10/2020,17:22:20,LHH19F,LHH19F,Aprobado,
47,11/10/2020,17:57:29,GFD17C,GFD17C,Aprobado,
48,11/10/2020,18:06:07,unknown,JDP363,Aprobado,
49,11/10/2020,18:45:07,DFG623,,Rechazado,PLACA ILEGIBLE
50,12/10/2020,20:10:40,GWE204,GWE204,Aprobado,
51,12/10/2020,22:41:51,9EF451,IEF451,Aprobado,
52,13/10/2020,6:10:41,KEH46F,KEH46F,Aprobado,
53,13/10/2020,11:01:19,EXF742,EXF742,Aprobado,
54,13/10/2020,11:05:28,WIW23E,WIW23E,Aprobado,
55,13/10/2020,13:14:31,NVT07F,NVT07F,Aprobado,
56,13/10/2020,13:24:11,HVK75F,HVK75F,Aprobado,
57,13/10/2020,15:58:43,WLB058,WLB058,Aprobado,
58,13/10/2020,16:13:29,WCL722,WCL722,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
59,13/10/2020,16:23:16,TDO56C,TDO56C,Aprobado,
60,13/10/2020,16:23:45,AME31B,AME31B,Aprobado,
61,13/10/2020,16:28:10,JKI376,JKI376,Aprobado,
62,13/10/2020,16:30:49,NVN11F,NVN11F,Aprobado,
63,13/10/2020,16:31:48,MYE75F,MYE75F,Aprobado,
64,13/10/2020,16:31:50,IHV16F,IHV16F,Aprobado,
65,13/10/2020,16:32:58,BPR175,BPR175,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
66,13/10/2020,16:32:58,NZP65C,NZP65C,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
67,13/10/2020,16:35:14,EQC355,EQC355,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
68,13/10/2020,16:43:33,GYC16D,GYC16D,Aprobado,
69,13/10/2020,16:49:49,UDA151,UDA151,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
70,13/10/2020,16:52:39,ZRL90E,ZQR90E,Aprobado,
71,13/10/2020,16:57:07,SME632,SME632,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
72,13/10/2020,17:01:20,GAP59C,GAP59C,Aprobado,
73,13/10/2020,17:16:50,FIO550,FIO55D,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
74,13/10/2020,17:35:26,RNY04A,RNY04A,Aprobado,
75,13/10/2020,17:36:21,WCL534,WCL534,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
76,13/10/2020,17:49:28,MUP316,MUP316,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
77,13/10/2020,17:55:05,CLH8F,CLH82E,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
78,13/10/2020,18:27:34,REF05D,REF05D,Aprobado,
79,13/10/2020,19:30:53,WLB067,WLB067,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
80,13/10/2020,20:08:37,unknown,,Rechazado,PLACA ILEGIBLE
81,13/10/2020,21:36:00,unknown,HWM294,Aprobado,
82,13/10/2020,23:38:18,GRL653,GRL653,Aprobado,DETECCIÓN NO CUMPLE PROTOCOLO
83,13/10/2020,23:43:08,GRL653,GRL653,Rechazado,DETECCIÓN NO CUMPLE PROTOCOLO
84,13/10/2020,23:47:21,GRL653,GRL653,Rechazado,DETECCIÓN NO CUMPLE PROTOCOLO
85,14/10/2020,0:06:00,GRL653,GRL653,Rechazado,DETECCIÓN NO CUMPLE PROTOCOLO
86,14/10/2020,0:26:58,unknown,,Rechazado,PLACA ILEGIBLE
87,14/10/2020,0:28:15,GRL653,GRL653,Aprobado,
88,14/10/2020,0:29:43,unknown,,Rechazado,DETECCIÓN NO CUMPLE PROTOCOLO
89,14/10/2020,0:50:49,GRL653,GRL653,Rechazado,DETECCIÓN NO CUMPLE PROTOCOLO
90,14/10/2020,0:55:38,GRL653,GRL653,Rechazado,DETECCIÓN NO CUMPLE PROTOCOLO
91,14/10/2020,1:37:41,unknown,HYF621,Aprobado,
92,14/10/2020,1:42:43,HYF621,HYF621,Rechazado,DETECCIÓN NO CUMPLE PROTOCOLO
93,14/10/2020,3:44:26,unknown,TOI349,Aprobado,
94,14/10/2020,5:45:08,GHC615,GHC615,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
95,14/10/2020,5:46:36,POF18C,PQL78C,Aprobado,
96,14/10/2020,5:58:59,EQR962,EQR962,Aprobado,
97,14/10/2020,6:02:27,AYY45Y,,Rechazado,PLACA ILEGIBLE
98,14/10/2020,6:10:06,unknown,TTF485,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
99,14/10/2020,6:10:06,TPE794,TPE794,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
100,14/10/2020,6:34:38,DDB99A,DDB99A,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
101,14/10/2020,6:35:44,TSR936,TSR936,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
102,14/10/2020,6:35:45,SME668,SME668,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
103,14/10/2020,6:35:45,OCM41D,QCM41D,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
104,14/10/2020,6:36:06,SNE080,SNE080,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
105,14/10/2020,6:36:42,AAR84D,AAR84D,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
106,14/10/2020,6:49:08,S05905,,Rechazado,FORMATO DE PLACA NO CUMPLE
107,14/10/2020,7:05:49,LRP56D,LRP56D,Aprobado,
108,14/10/2020,7:06:25,MLX333,MLX333,Aprobado,
109,14/10/2020,7:06:25,HUL99F,HOF99F,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
110,14/10/2020,15:04:39,DDZ428,DDZ428,Aprobado,
111,14/10/2020,15:06:49,DWV17B,OWV17B,Aprobado,
112,14/10/2020,20:55:47,MVV10D,MVV10D,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
